OTU ID	Al.8C9	PGFC.9	Al.3B1	Al.7E6	Az.D5	PGFC.4	Al.3H3	Al.93A1	Al.90G2	Ac.95G2	PGFC.1	Az.F9	PGFC.2	Az.H2	Al.90A4	Al.8A7	Al.3G1	Az.H10	Az.B8	Al.90H10	Az.H3	PGFC.6	Ac.95G1	Al.7D12	Al.8F4	Az.E7	Az.D11	Az.D8	Az.G9	PGFC.8	Az.A8	Al.7E7	Al.90G3	Al.18H5	Az.G11	Az.F10	Az.A7	Az.A3	Ac.95G4	Az.B11	Al.3F2	PGFC.5	Ac.95G7	Az.G4	Az.D2	Ac.95F2	Az.B12	Az.C9	Av.A5	Al.90H9	Az.A10	Al.7C8	PGFC.3	Az.C12	PGFC.7	Ac.95G3	Al.90H7	Az.B1	Al.7d9	Al.4A10	Az.E5	Al.7D7	Ac.95F7	Al.7E3	Av.H12	Al.7D11	Al.8A6	Al.3G11	Ac.95F6	PGFC.10	Al.4B7	Al.90H5	Az.H11	Az.A2	Az.D6	Az.E6
f78c2a4fb584f61fc0fbd75c2cc22a99	270.0	7370.0	289.0	6517.0	125.0	1294.0	0.0	3175.0	6014.0	4491.0	7823.0	4539.0	3044.0	4654.0	24.0	36.0	78.0	10367.0	14884.0	297.0	663.0	6629.0	5302.0	8889.0	2478.0	6853.0	0.0	2231.0	1152.0	8775.0	4463.0	1018.0	10283.0	638.0	10142.0	3463.0	8545.0	658.0	3953.0	5343.0	1254.0	37962.0	4885.0	1517.0	7312.0	9255.0	4439.0	8801.0	511.0	10396.0	2077.0	1464.0	2029.0	5422.0	7456.0	1266.0	4673.0	3924.0	8831.0	89.0	347.0	707.0	22368.0	4786.0	0.0	6207.0	159.0	0.0	10658.0	28472.0	245.0	3912.0	468.0	1829.0	4710.0	12656.0
76d2032108822bcfaa90a4873f7a51aa	253.0	130.0	1627.0	0.0	0.0	535.0	7011.0	0.0	63.0	0.0	4.0	0.0	156.0	0.0	621.0	4.0	29.0	2.0	199.0	13.0	4.0	303.0	48.0	2.0	0.0	298.0	0.0	49.0	0.0	26.0	0.0	3.0	11.0	5.0	0.0	0.0	102.0	196.0	3.0	1227.0	0.0	19.0	6.0	0.0	0.0	4.0	131.0	14.0	289.0	16.0	134.0	0.0	7923.0	2.0	109.0	62.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	2.0	41.0	118.0	2.0	152.0	21.0	229.0	13619.0	468.0	4.0	13.0
40cebed2a2a6465700df2d1713a40126	207.0	1749.0	0.0	0.0	2.0	184.0	0.0	0.0	52.0	0.0	73.0	15.0	173.0	0.0	19.0	25.0	0.0	0.0	70.0	7.0	0.0	1110.0	16.0	238.0	58.0	0.0	0.0	0.0	0.0	42.0	18.0	887.0	35.0	2.0	0.0	66.0	0.0	1.0	1.0	0.0	0.0	446.0	28.0	0.0	91.0	5.0	0.0	0.0	0.0	22.0	9.0	86.0	0.0	0.0	62.0	6.0	16.0	0.0	250.0	0.0	0.0	94.0	2.0	355.0	0.0	189.0	821.0	0.0	26.0	704.0	0.0	0.0	0.0	256.0	0.0	0.0
232fcf8499e7c9a53edac82dc07ffd93	154.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
7f4909ae8d31a3995fa2c200c690a21f	109.0	0.0	74.0	23.0	0.0	34.0	0.0	13.0	21.0	9.0	0.0	0.0	11.0	0.0	40.0	0.0	0.0	29.0	0.0	0.0	127.0	327.0	18.0	0.0	11.0	169.0	0.0	50.0	0.0	0.0	22.0	0.0	131.0	0.0	0.0	58.0	24.0	0.0	0.0	0.0	0.0	11.0	12.0	0.0	0.0	1.0	0.0	105.0	783.0	28.0	0.0	2.0	1.0	0.0	51.0	3.0	16.0	0.0	128.0	209.0	0.0	6.0	15.0	16.0	0.0	7.0	26.0	1309.0	5.0	18.0	400.0	113.0	0.0	23.0	0.0	16.0
b9b7cf5a3ed24718a44eebec83a485d6	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1613.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	3.0	0.0	0.0	409.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	594.0	0.0	0.0	0.0	732.0	22.0	0.0	147.0	0.0	54.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	0.0	6.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	215.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
592d5efeb0a3464332b2cfc17efd4c2a	107.0	43.0	184.0	0.0	0.0	29.0	0.0	0.0	7.0	0.0	2.0	0.0	47.0	0.0	163.0	0.0	134.0	36.0	0.0	0.0	0.0	83.0	25.0	144.0	48.0	0.0	183.0	21.0	0.0	0.0	78.0	419.0	20.0	0.0	15.0	50.0	0.0	0.0	12.0	5.0	291.0	17.0	54.0	0.0	0.0	11.0	0.0	0.0	9.0	8.0	152.0	45.0	112.0	0.0	2.0	5.0	6.0	0.0	44.0	127.0	0.0	28.0	5.0	225.0	0.0	33.0	0.0	0.0	6.0	0.0	74.0	13.0	0.0	0.0	0.0	0.0
c1a2a8184070ca928ed76947f2083b4c	96.0	46.0	149.0	19.0	0.0	3.0	303.0	0.0	38.0	0.0	28.0	0.0	74.0	0.0	0.0	604.0	9.0	0.0	1627.0	422.0	286.0	53.0	0.0	0.0	925.0	33.0	27.0	7.0	0.0	9.0	14.0	0.0	86.0	0.0	0.0	0.0	407.0	331.0	0.0	1125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	4.0	0.0	157.0	0.0	76.0	1.0	442.0	0.0	0.0	99.0	4.0	0.0	0.0	0.0	0.0	0.0	250.0	137.0	0.0	317.0	145.0	85.0	16918.0	65.0	0.0	55.0
e3e0753b74e40876d256612a58ab76d7	95.0	0.0	99.0	1349.0	0.0	0.0	0.0	307.0	18261.0	316.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	114.0	897.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	5.0	0.0	215.0	0.0	0.0	0.0	0.0	0.0	0.0	3755.0	0.0	680.0	0.0	0.0	0.0	0.0	472.0	1.0	365.0	16.0	0.0	37.0	0.0	5.0	2.0	596.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ad187b163f072a7443ee3a88f9bb5666	79.0	0.0	971.0	0.0	0.0	0.0	2.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	198.0	473.0	223.0	0.0	0.0	0.0	4098.0	0.0	31.0	4.0	12.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	29.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.0	5.0	28.0	10.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	167.0	95.0	0.0	0.0	34.0	0.0	0.0	1012.0	0.0	0.0
